question_number,question,correct_answer,source_folder,ai_answer_20260725_005651,ai_answer_20260725_011226,ai_answer_20260725_120724,ai_answer_20260725_132248,ai_answer_20260725_132835
606,"Một công trình cao 30 m cần bảo vệ chống sét trực tiếp. Theo bán kính bảo vệ của kim thu sét (r = 1,5h), bán kính bảo vệ tối đa là bao nhiêu?",D,train_fix,C,C,C,C,C
607,"Theo tài liệu, tài sản an toàn thông tin bao gồm những loại nào?",A,train_fix,A,A,A,A,A
608,"Công nghệ in bê tông 3D nào vừa cho phép kiểm soát tốt cấu trúc sản phẩm, vừa sử dụng bê tông cốt liệu sợi tổng hợp cường độ cao?",B,train_fix,B,B,"B,C",B,A
609,Mạng Bayes giải quyết vấn đề căn bản nào của các bài toán tìm kiếm liên quan đến sự không chắc chắn hoặc suy luận xác suất?,C,train_fix,C,C,C,C,C
610,Thuật toán nào thường dùng để giải quyết bài toán giải mã cho các mã sửa lỗi?,C,train_fix,C,C,C,C,C
611,"Để đạt được Mục tiêu Phát triển Bền vững số 6 (SDG 6) về nước sạch và vệ sinh vào năm 2030, những yếu tố nào cần được tăng cường, và chúng đóng vai trò gì?",A,train_fix,A,A,A,A,A
612,Công cụ nào được nhóm tác giả của tài liệu Public_003 sử dụng để huấn luyện các hệ dịch nơ ron?,B,train_fix,B,B,B,B,B
613,"Trong ROI pooling, để tạo ra output có kích thước 4x4, mỗi vùng quan tâm (ROI) được chia thành bao nhiêu phân vùng con để thực hiện pooling?",D,train_fix,D,D,D,D,D
614,"Jira cung cấp loại báo cáo nào, và hạn chế gì khi áp dụng cho dự án ngắn hạn (dưới 3 tháng)?",B,train_fix,B,B,"B,C",B,B
615,Kiến trúc SASRec dựa trên mô hình nào?,A,train_fix,A,A,A,A,A
616,Thuật toán Shor có vai trò gì trong lịch sử phát triển Máy tính lượng tử?,A,train_fix,C,D,D,A,X
617,Liệt kê các điểm mạnh của Dart và Flutter khiến chúng trở thành lựa chọn hàng đầu trong phát triển ứng dụng đa nền tảng.,D,train_fix,D,D,D,D,D
618,Mục đích chính của báo cáo KPI công nợ COD là gì?,A,train_fix,A,A,A,A,A
619,Nguồn gốc dòng điện và hai giả thuyết về chiều dòng điện là gì?,B,train_fix,B,B,B,B,B
620,Tóm tắt các nội dung chính của văn bản về Apache Kafka.,A,train_fix,A,A,A,A,A
621,Các nguyên tắc cốt lõi và thành phần chính của các cách tiếp cận object detection là gì?,B,train_fix,"A,B,D","B,D","B,D","B,D","B,C"
622,"Theo tài liệu Public_095, công nghệ nào giúp xây dựng cơ sở hạ tầng tự động trên Sao Hỏa?",A,train_fix,A,A,A,A,A
623,Công thức marginal p(x)p(x)p(x) và conditional p(x∣y)p(x\mid y)p(x∣y) lần lượt là gì?,C,train_fix,A,A,D,A,A
624,"Theo TCVN 9379:2012, tính toán kết cấu bê tông và bê tông cốt thép cần được tiến hành theo những trạng thái giới hạn nào và phải đảm bảo điều gì trong suốt thời hạn sử dụng công trình?",A,train_fix,A,A,A,A,A
625,Khối nào trong CPU có nhiệm vụ thực hiện các phép tính số học và logic?,B,train_fix,B,B,B,B,B
626,SELECT query dùng để làm gì?,C,train_fix,C,C,C,C,C
627,"Theo tài liệu Public_005, tỷ lệ sai số theo đơn vị từ của FPT.AI Reader trong thử nghiệm là bao nhiêu?",C,train_fix,C,C,C,C,C
628,Lịch sử phát triển các mô hình triển khai ứng dụng,A,train_fix,A,A,A,A,A
629,Tia bức xạ nào hiện nay được sử dụng phổ biến trong công nghiệp thực phẩm?,C,train_fix,C,C,C,C,C
630,Public_179 mô tả những nhiệm vụ nào trong thiết kế và phát triển kịch bản kiểm thử tự động?,C,train_fix,D,C,"A,B,C,D",D,D
631,"Mô tả quy trình xây dựng hệ thống DRL cho robot công nghiệp từ kiến trúc thành phần đến thuật toán, đồng thời nêu các ứng dụng tiêu biểu và thách thức triển khai thực tế.",A,train_fix,A,A,A,A,A
632,"Nếu một máy tính có Windows 10, CPU Intel thế hệ 5, RAM 8GB, card đồ họa 2GB VRAM thì có cài được Premiere Pro CC 2022 không?",B,train_fix,A,B,B,B,B
633,Thành phần nào cho phép thực hiện phép nhân–cộng ma trận bằng ánh sáng?,D,train_fix,D,D,D,D,D
634,"Theo tài liệu Public_092, xu hướng nào hứa hẹn tối ưu hoạt động RIS trong 6G?",B,train_fix,A,A,A,A,A
635,"Theo chu trình Plan-Do-Check-Act của ISO/IEC 27001:2005, nếu một tổ chức đã thực hiện các bước đánh giá rủi ro, lựa chọn biện pháp kiểm soát và thực thi kế hoạch xử lý rủi ro, thì bước tiếp theo hợp lý nhất là gì?",A,train_fix,A,A,A,A,A
636,"Nếu một công ty thương mại điện tử muốn phân tích xu hướng mua hàng trong nhiều năm mà dữ liệu giao dịch chứa nhiều bản ghi trùng lặp, bước nào trong ETL sẽ quan trọng nhất để giải quyết vấn đề này?",B,train_fix,B,B,B,B,B
637,Thực phẩm là gì? Thực phẩm chức năng dùng chủ yếu để làm gì?,B,train_fix,B,B,B,B,B
638,"Theo tài liệu, yếu tố nào khiến cho học liệu điện tử (HLĐT) trở thành công cụ đặc biệt phù hợp trong bối cảnh chuyển đổi số giáo dục?",B,train_fix,B,B,B,B,B
639,Pin nào sử dụng chất điện phân rắn thay cho lỏng?,B,train_fix,B,B,B,B,B
640,Thuật toán nào thường được sử dụng để giải quyết bài toán Đánh giá và Học trong HMM?,B,train_fix,B,B,"A,B","A,B",B
641,Tên của thao tác cập nhật và tìm kiếm một node trong cấu trúc dữ liệu lần lượt là gì?,D,train_fix,"A,D",D,D,D,D
642,Điểm BLEU và công cụ huấn luyện hệ dịch nơ ron trong nghiên cứu này là gì?,"B,C",train_fix,"C,D",C,"A,C,D",C,C
643,"Nếu dự án liên tục thay đổi yêu cầu nhưng không có cơ chế kiểm soát, hệ quả là gì?",B,train_fix,B,B,B,B,B
644,"Theo tài liệu Public_180, Stress Testing và Soak Testing là gì?",C,train_fix,C,C,"B,D",A,A
645,Học phần Nhập môn ngành CNTT trang bị cho sinh viên những kỹ năng nào ngoài kiến thức chuyên ngành?,C,train_fix,C,C,C,C,C
646,"Một mạch nối tiếp gồm R1 = 2Ω, R2 = 4Ω, R3 = 6Ω, dòng điện I = 4A. Hãy tính điện áp toàn mạch.",C,train_fix,C,C,C,C,A
647,"Theo tài liệu Public_059, kiểm thử tích hợp tập trung vào vấn đề gì?",B,train_fix,B,B,B,B,B
648,"Dựa trên tài liệu Public_117, phát biểu nào đúng về hàm mật độ xác suất (pdf) của biến ngẫu nhiên liên tục x?",B,train_fix,B,B,"B,C","B,D",B
649,Ưu điểm nổi bật của GraphQL so với REST trong việc lấy dữ liệu từ server là gì?,A,train_fix,A,A,A,A,A
650,Những thành phần chính nào cấu thành mô hình hồi quy tuyến tính?,A,train_fix,A,A,"A,C",A,A
651,"GraphQL cung cấp khái niệm query để mô tả yêu cầu dữ liệu và schema để định nghĩa cấu trúc API, vậy mỗi thành phần này có vai trò chính là gì?",B,train_fix,B,B,B,B,B
652,"Neural network bắt chước toàn bộ cơ chế hoạt động của hệ thần kinh, đúng hay sai?",A,train_fix,A,A,A,A,A
653,"Trong xây dựng lát cắt, câu lệnh dạng I-def và I-use đối với biến v sẽ được xử lý như nào? (Trả lời đúng thứ tự)",B,train_fix,"C,D",A,C,C,C
654,Tác dụng phụ khi sử dụng Thiết bị AirStart 10 là gì?,B,train_fix,B,B,B,B,B
655,"Xét hàm sau:
if (a == 0) return 0;
if (a == b) return 1;
return 2;
Cần bao nhiêu ca kiểm thử để đảm bảo 100% độ phủ cho độ đo C1?",A,train_fix,B,A,"A,B",A,A
656,Tụ điện là gì và điện dung của tụ được tính theo công thức nào?,A,train_fix,A,A,A,A,A
657,"Giả sử một start-up có nguồn lực hạn chế nhưng cần ra mắt nhanh một MVP đa nền tảng với mức độ tùy biến giao diện tương đối cao. Dựa trên văn bản, hai yếu tố nào là NHẤT QUYẾT ĐỊNH cho quyết định chọn (hoặc không chọn) Flutter trong trường hợp này? (Chọn 2.)","A,B",train_fix,"A,B","A,B","A,B","A,B","A,B"
658,Chiều dày màng khô của lớp phủ chống cháy được xác định bằng cách nào?,B,train_fix,B,B,B,B,B
659,Nếu một sợi có chiều dài 1000 m và khối lượng 20 g thì chỉ số Tex của sợi đó bằng bao nhiêu?,C,train_fix,A,C,C,C,C
660,"Theo tài liệu Public_184, HTTT quản lý cung cấp dạng thông tin nào và hệ thống hỗ trợ quyết định cung cấp thông tin gì?",B,train_fix,B,B,B,B,B
661,"Theo tài liệu Public_162, điểm khác biệt quan trọng giữa IDS và IPS là gì?",B,train_fix,B,B,B,B,B
662,"Theo tài liệu, ký hiệu đại diện * trong tên tệp có ý nghĩa gì?",C,train_fix,C,C,C,A,C
663,Điện trở là gì và tại sao được gọi là linh kiện thụ động?,B,train_fix,B,B,B,B,B
664,"Nếu một dầm bê tông cốt thép có nhịp 6 m, theo TCVN 5574:2018 độ võng tối đa cho phép là 1/150 nhịp, giá trị võng lớn nhất cho phép là bao nhiêu?",C,train_fix,B,C,B,A,B
665,"Mục đích của từ ""luôn luôn"" và ""nào đó"", theo danh sách thẩm định thuật ngữ trong tài liệu Public_061, là hàm ý tính không mơ hồ và tính kiểm chứng của đặc tả?",C,train_fix,"B,C",C,C,C,B
666,Phương pháp thí nghiệm chính được mô tả trong tài liệu Public_265 là gì?,B,train_fix,B,B,"B,C",B,B
667,"Theo TCVN 9395:2012, tiêu chuẩn này áp dụng cho loại cọc nào và từ đường kính bao nhiêu trở lên?",B,train_fix,B,B,B,B,B
668,Vì sao Selection Sort có độ phức tạp O(N^2),C,train_fix,"B,C","B,C","B,C",B,B
669,Một xu hướng mới giúp mạng nơ-ron tích chập đảm bảo quyền riêng tư dữ liệu y tế là gì?,B,train_fix,B,B,B,B,B
670,"Với mức độ rẽ nhánh là b và độ sâu lời giải d, độ phức tạp bộ nhớ của thuật toán BFS là gì?",C,train_fix,C,C,C,C,D
671,"Theo tài liệu, sau khi đã tạo dự án, người dùng có thể chỉnh sửa bằng cách click dấu “ba chấm” cạnh tên dự án. Nếu muốn thay đổi chủ sở hữu của dự án, người dùng cần chọn thao tác nào trong danh sách hiện ra?",C,train_fix,C,C,C,C,C
672,"Nếu một doanh nghiệp chỉ triển khai “HTTT quản lý” mà không có “hệ thống hỗ trợ quyết định”, hậu quả nào dễ xảy ra nhất?",B,train_fix,B,B,B,B,B
673,Bộ dữ liệu CIFAR-10 gồm bao nhiêu hình ảnh dùng cho huấn luyện?,C,train_fix,C,C,C,B,B
674,Transistor được tạo thành từ mấy lớp bán dẫn và ba người nào được ghi nhận là những nhà phát minh ra nó?,A,train_fix,A,A,A,A,A
675,"Theo tài liệu Public_174, ETL (Extract, Transform, Load) được hiểu là gì?",B,train_fix,B,B,B,B,B
676,Histogram Equalization (HE) và Contextual Visual Contrast (CVC) có hạn chế gì?,C,train_fix,C,C,"A,C",A,"A,C"
677,Nội dung chính của tài liệu là gì?,B,train_fix,B,B,B,B,B
678,"Với tổng số rủi ro của User Domain và Workstation Domain là 15, hãy tham khảo tài liệu Public_260 để xác định số rủi ro của Workstation Domain và tính tỷ lệ % rủi ro này so với tổng.",C,train_fix,C,C,"C,D",C,C
679,Ưu điểm cốt lõi của blockchain trong chuỗi cung ứng là gì?,B,train_fix,B,B,B,B,B
680,Hiện tượng nào đặc trưng của vật liệu siêu dẫn?,B,train_fix,B,B,B,B,B
681,Vì sao tổ chức cần áp dụng nhiều loại kiểm soát an ninh thông tin khác nhau thay vì chỉ dựa vào một loại duy nhất?,B,train_fix,B,B,B,B,B
682,Mạng nào chuyên biệt cho bài toán phân đoạn ảnh y tế?,C,train_fix,C,C,C,C,C
683,"Theo mô tả trong tài liệu Public_183, outbox_table mang lại những lợi ích nào?","A,B,C",train_fix,"A,B","A,B","A,B,C,D","A,B,C,D","A,B,C,D"
684,Ai đã tiến hành Operation Dream Job?,C,train_fix,C,C,C,C,C
685,"Theo tài liệu Public_045, khi tiến hành phân lớp với nhiều hơn hai lớp, có bao nhiêu chiến lược tiếp cận? Hình thức của chúng là gì?",A,train_fix,A,A,"A,C",A,A
686,Mô hình neural network lấy cảm hứng từ?,B,train_fix,B,B,"A,B",B,B
687,"Trình bày quy trình tổng thể để xây dựng hệ thống quản lý dữ liệu chuỗi thời gian từ khâu xác định nguồn, thu thập, tiền xử lý đến lưu trữ và mở rộng; đồng thời giải thích tầm quan trọng của đồng bộ NTP và chiến lược partitioning.",A,train_fix,A,A,A,A,A
688,"Trong tài liệu Public_197, đâu là một lợi ích của AI đối với học sinh và một thách thức của AI đối với nhà trường?",A,train_fix,A,A,A,A,A
689,"Phân tích nguyên lý, cấu trúc mạng CNN và lợi ích khi áp dụng trong phân tích ảnh y tế, nêu các ứng dụng điển hình.",A,train_fix,A,A,A,A,A
690,Hướng phát triển tương lai đầy tiềm năng của GNN trong vật liệu là gì?,B,train_fix,B,B,"A,B",B,B
691,Điện trở màng than có ưu điểm gì về độ ổn định và nhược điểm gì khi làm việc ở nhiệt độ cao?,A,train_fix,A,A,A,A,A
692,"Học phần nào vừa giúp sinh viên năm nhất làm quen với môi trường đại học và kiến thức cơ bản ngành CNTT, vừa rèn luyện các kỹ năng mềm và chuẩn mực đạo đức cần thiết để trở thành kỹ sư công nghệ thông tin?",C,train_fix,C,C,C,C,C
693,Định luật Ohm được phát biểu như thế nào?,B,train_fix,"B,C",B,"B,C",B,B
694,"Trong Linear Regression, hàm mất mát và đạo hàm theo công thức trong tài liệu Public_107 lần lượt là gì?",A,train_fix,A,A,B,B,B
695,"Muốn cập nhật trong linked list phần tử thứ 5 với giá trị 7, ta cần nhập vào khi gọi update() thứ tự giá trị nào cho pos và val?",B,train_fix,B,B,B,A,A
696,Giá trị hạn mức phân bổ thêm tối đa so với hạn mức cố định của một tuyến bưu tá là bao nhiêu?,D,train_fix,D,D,D,D,D
697,Phép tích chập (convolution) gồm ba yếu tố chính là kernel và hai thành phần nào?,B,train_fix,B,B,B,B,B
698,"Dựa trên ngữ cảnh của tài liệu Public_173, một trong những mục tiêu chính của kiến trúc sư đám mây là gì?",B,train_fix,B,B,B,B,B
699,Công nghệ nào được phát triển tại Đại học Loughborough (Anh)?,B,train_fix,B,B,B,B,B
700,"Nội dung chính của tài liệu Public_124, hướng dẫn khai báo QoS cho thiết bị truyền dẫn Viba, là gì?",C,train_fix,C,C,C,C,C
701,Nội dung chính của tài liệu là gì?,B,train_fix,B,B,B,B,B
702,Các chứng chỉ AWS Certified Solutions Architect và Google Cloud Professional Cloud Architect xác nhận điều gì?,B,train_fix,B,B,B,B,B
703,Ký hiệu của cận biên max và cận biên min theo tài liệu Public_062 là gì?,B,train_fix,A,A,A,A,A
704,Lò phản ứng Tokamak là gì?,A,train_fix,A,A,A,A,A
705,Jira được phát triển bởi công ty nào?,B,train_fix,B,B,B,B,B
706,Thành phần nào trong học tăng cường đóng vai trò quyết định hành động để tối đa hóa phần thưởng?,B,train_fix,B,B,B,B,B
707,Nội dung chính của phần “Khái quát về thực phẩm và công nghệ thực phẩm” là gì?,A,train_fix,A,A,A,A,A
708,"Theo tài liệu Public_074, giải pháp khả thi nhất cho mạng lượng tử khi chưa đủ qubit là gì?",C,train_fix,C,C,C,C,C
709,Nội dung chính của tài liệu là gì?,B,train_fix,B,B,B,B,B
710,"Từ các phương pháp mã hóa (thay thế, hoán vị, XOR, Vernam, khóa chạy, hàm băm), hãy rút ra nhận định tổng quan về các nguyên lý mã hóa cơ bản hoặc các điểm khác biệt chính giữa chúng.",A,train_fix,A,A,A,A,A
