Question,A,B,C,D,source_folder,num_answers
Phương pháp truyền thống nào đã trở nên kém hiệu quả trước tấn công mạng hiện đại?,Dựa trên chữ ký (Signature-based),Blockchain,Quantum Firewall,Federated IDS,train_fix,1
"Theo tài liệu Public_171, phương pháp tạo ra blueprint truyền thống là gì?",Sao chép bằng máy in laser khổ lớn,In tiếp xúc trên giấy nhạy sáng sử dụng phản ứng quang hóa,Vẽ tay trực tiếp trên giấy trắng,Sao chép bằng máy photocopy thông thường,train_fix,1
"Theo tài liệu Public_049, khái niệm được dùng để đại diện tập xác định của một biến là gì?",Kiểu dữ liệu,Tên dữ liệu,Loại dữ liệu,Lớp dữ liệu,train_fix,1
Hai thuật toán quan trọng trong Linear-Chain CRFs lần lượt được dùng cho huấn luyện và suy luận là gì?,Forward-Backward & Viterbi,Viterbi & SGD,L-BFGS & Forward-Backward,Expectation-Maximization & Viterbi,train_fix,1
Biến forward αt(i) trong thuật toán Forward biểu diễn điều gì?,Xác suất quan sát O1…Ot và hệ thống ở trạng thái Si tại thời điểm t,Xác suất tối ưu của toàn bộ chuỗi trạng thái,Xác suất của quan sát Ot khi hệ thống ở trạng thái Si,Xác suất ban đầu hệ thống bắt đầu ở trạng thái Si,train_fix,1
Chìa khóa giúp LSTM truyền tải thông tin xuyên suốt nhiều bước thời gian là gì?,Hidden state,Output state,Cell state,Forget gate,train_fix,1
"Theo tài liệu Public_064, có tất cả bao nhiêu độ đo kiểm thử?",Một,Bốn,Ba,Sáu,train_fix,1
Bảng quyết định gồm hai yếu tố chính có tên là?,Điều kiện và hành động,Trạng thái trước và trạng thái sau,Input và output,Nguyên nhân và hệ quả,train_fix,1
Hệ thống PLATO được phát triển vào thập niên nào?,1960,1970,1980,1990,train_fix,1
Phương pháp chuyển đổi nhị phân được sử dụng trong các thuật toán MLL nào (được nhắc đến trong tài liệu)?,BR và MLkNN,BR và CC,MLkNN và RAKEL,RAKEL và CC,train_fix,1
"Theo tài liệu Public_160, DSA có ưu điểm nổi bật nào so với RSA?",Quá trình kiểm tra nhanh hơn,Quá trình ký và sinh khóa nhanh hơn ,Có thể dùng cho cả mã hóa và chữ ký,Độ an toàn cao hơn tuyệt đối so với RSA,train_fix,1
Nội dung chính của tài liệu Public_116 là gì?,Giới thiệu kiến trúc CNN cơ bản,Chỉ trình bày về bộ dữ liệu MNIST và CIFAR-10,Khảo sát và đánh giá các thuật toán tối ưu cho CNN trong nhận dạng ảnh,Đề xuất thuật toán mới thay thế Adam và SGD,train_fix,1
"Theo mô hình PGP đảm bảo cả tính bí mật và xác thực, nếu bên gửi không ký thông điệp trước khi mã hóa, hệ quả nào có thể xảy ra?"," Thông điệp vẫn được bảo mật, nhưng bên nhận không thể xác minh được tính toàn vẹn và danh tính của người gửi ",Thông điệp sẽ bị giải mã sai hoàn toàn,Thông điệp không thể truyền đi qua mạng,Thông điệp sẽ tự động bị từ chối bởi hệ thống,train_fix,1
Khẳng định nào dưới đây không đúng với bối cảnh bài toán trong tài liệu Public_037?,Hướng giải quyết là sử dụng mô hình thời gian để dự hoàn thiện mô tả ảnh,Phương pháp one-hot encoding cho word embedding vẫn còn hiệu quả,Bước text preprocessing sẽ thay chữ in hoa bằng chữ in thường,Loss function là categorical cross-entropy,train_fix,1
Chuẩn-2 (spectral norm) của ma trận A được định nghĩa tương đương với đại lượng nào?,∥A∥2​=max∥x∥1​=1​∥Ax∥∞​,∥A∥2​=λmax​(AAT)​ (bình phương là trị riêng lớn nhất của AATAA^TAAT),∥A∥2​=λmax​(A) với mọi AAA,∥A∥2​=trace(ATA),train_fix,1
"Dựa trên nội dung của tài liệu Public_170, nhận định tổng quan nào có thể được rút ra về quy trình sử dụng Tableau cơ bản hiệu quả?","Chỉ cần tạo nhóm làm việc, không cần thao tác khác","Bao gồm các bước từ thêm nhãn dữ liệu, tạo nhóm, tích hợp với nền tảng khác, đồng thời lưu ý làm sạch dữ liệu, chọn biểu đồ phù hợp, thiết kế dashboard hiệu quả và quản lý workbook ","Chủ yếu tập trung vào tạo dashboard, không liên quan đến dữ liệu","Chỉ cần qua video hướng dẫn, không cần thực hành
",train_fix,1
Q-Learning và SARSA khác nhau chủ yếu ở điểm nào?,"Q-Learning là On-policy, SARSA là Off-policy",Cả hai đều là On-policy,"Q-Learning là Off-policy, SARSA là On-policy",Không có sự khác biệt,train_fix,1
"Theo quy định, chiều dày màng khô của vật liệu bảo vệ được đo bằng nguyên tắc nào và loại đầu đo nhiệt nào được ưu tiên sử dụng khi thử nghiệm trên cấu kiện thép?",Nguyên tắc cơ học; đầu đo nhiệt loại J,Nguyên tắc quang học; đầu đo nhiệt loại N,Nguyên tắc cảm ứng điện từ hoặc dòng điện xoáy; đầu đo nhiệt loại T trong vỏ thép không gỉ cách nhiệt,Nguyên tắc thủy lực; đầu đo nhiệt loại K không cần cách nhiệt,train_fix,1
"Theo tài liệu, trong mô hình phòng vệ theo chiều sâu (Defence in Depth), yếu tố nào được coi là lớp bảo vệ đầu tiên?


","
Chính sách và quy trình an toàn thông tin",Thiết bị tường lửa, Hệ thống phát hiện xâm nhập (IDS/IPS), Giải pháp sao lưu dữ liệu,train_fix,1
Thành phần nào đảm bảo làm nổi bật các khác biệt mức xám xuất hiện thường xuyên trong thuật toán LDR?,Inter-layer aggregation,Intra-layer optimization,2D histogram extraction,Reconstruction function,train_fix,1
"Kiểm thử tự động là gì, các nguyên tắc cơ bản và lợi ích chính của nó?","Văn bản trình bày khái niệm kiểm thử tự động, các bước triển khai (xác định phạm vi, lập kế hoạch, chọn công cụ, viết kịch bản), lợi ích (tiết kiệm thời gian, giảm sai sót, tái sử dụng kịch bản) và ứng dụng. ","Văn bản nói đến định nghĩa kiểm thử tự động, không bao gồm các bước triển khai.","Văn bản nói đến định nghĩa kiểm thử tự động, không bao gồm lợi ích","Văn bản nói về khải niệm, các bước triển khai quy trình kiểm thử tự động",train_fix,1
Lợi ích lớn nhất của Generative AI trong thiết kế thuốc là gì?,Giảm giá thành nguyên liệu,Tạo nhanh phân tử mới với đặc tính mong muốn,Thay thế hoàn toàn thử nghiệm lâm sàng,Loại bỏ nhu cầu dữ liệu,train_fix,1
"Hãy xác định ba tác giả của giải thuật RSA và năm phát minh RSA.



","Ronald Rivest, Adi Shamir, Leonard Adleman; năm 1977 "," Whitfield Diffie, Martin Hellman, Ralph Merkle; năm 1976"," Joan Daemen, Vincent Rijmen, Ronald Rivest; năm 2000","Leonard Adleman, Martin Hellman, Adi Shamir; năm 1985",train_fix,1
"Theo tài liệu Public_038, câu output của mô hình seq2seq sẽ có thêm mấy token và đó là những token nào?","Ba. <START>, <END> và <SEQ>","Bốn. <START>, <END>, <START_PARA> và <END_PARA>",Một. <START>,"Hai. <START>, <END>",train_fix,1
Đơn vị chuẩn của độ dài trong hệ SI hiện nay được định nghĩa dựa trên:,Bước sóng ánh sáng của nguyên tử Kripton-86,Chiều dài của kinh tuyến Trái đất qua Paris,Quãng đường ánh sáng đi trong chân không trong 1/299.792.458 giây,Khoảng cách từ Trái đất đến Mặt Trăng,train_fix,1
"Theo tài liệu Public_175, người dùng cần có những điều kiện cơ bản nào để sử dụng Zoiper?",Máy tính có cài đặt sẵn hệ điều hành Windows bản quyền,Một tổng đài ảo hỗ trợ giao thức SIP hoặc IAX,Kết nối mạng LAN nội bộ riêng biệt,Phần mềm diệt virus tương thích,train_fix,1
"Theo văn bản, Flutter có những ưu điểm gì khi so sánh với các framework khác, và đồng thời nó còn tồn tại những hạn chế nào?","Ưu điểm: single code-base, Hot Reload; Hạn chế: kích thước tệp lớn, thiếu hướng dẫn chuẩn hóa","Ưu điểm: chỉ hỗ trợ mobile, Hot Reload; Hạn chế: chưa hỗ trợ web, desktop","Ưu điểm: không cần SDK, không cần framework; Hạn chế: thiếu cộng đồng lập trình viên","Ưu điểm: UI đồng nhất, hiệu năng cao; Hạn chế: thường xuyên thay đổi, đôi khi chưa ổn định",train_fix,2
"Khi thu thập dữ liệu với tần suất cao (high-frequency), thách thức lớn nhất thường là gì?",Thiếu metadata,Lưu lượng/ dung lượng lưu trữ và xử lý dữ liệu lớn,Tính xu hướng không rõ ràng,Dữ liệu ít có biến động bất thường,train_fix,1
"Những công cụ AI nào đã thực sự được phát triển trong giáo dục từ những năm 2000 đến nay, và chúng có vai trò gì?","PLATO – hệ thống học tập phát triển từ thập niên 1960, không thuộc sau năm 2000",AutoTutor – công cụ đối thoại hỗ trợ học tập được phát triển sau năm 2000,"Cognitive Tutor – ra đời từ thập niên 1990, trước mốc 2000",Khan Academy – nền tảng học trực tuyến không phải công cụ AI thuần túy,train_fix,1
CRFs mô hình hóa loại xác suất nào?,Xác suất của chuỗi quan sát P(X),"Xác suất đồng thời P(X,Y)",Xác suất có điều kiện P(Y|X),Xác suất của chuỗi nhãn P(Y),train_fix,1
"Mô tả kiến trúc và nguyên lý của máy tính neuromorphic lấy cảm hứng từ não người, so sánh với kiến trúc Von Neumann và nêu ứng dụng AI.","Chip neuron–synapse (memristor), xử lý song song sự kiện, học Hebbian/STDP, năng lượng mW cho hàng triệu neuron; ứng dụng AI biên, IoT, nhận dạng mẫu thời gian thực","Giống hệt máy tính Von Neumann, chỉ khác tốc độ",Chỉ dùng cho xử lý ảnh tĩnh,Tiêu thụ năng lượng cao như siêu máy tính,train_fix,1
Chiếu xạ thực phẩm về mặt cơ sở khoa học là gì? Và mục đích công nghệ chủ yếu hiện nay của chiếu xạ thực phẩm là gì?,"Là quá trình dùng sóng siêu âm khử trùng thực phẩm, chủ yếu để tăng mùi vị","Là quá trình dùng hóa chất khử trùng thực phẩm, chủ yếu để tạo màu sắc","Là quá trình lên men thực phẩm, chủ yếu để tăng giá trị dinh dưỡng","Là quá trình làm lạnh đông thực phẩm, chủ yếu để giảm chi phí",train_fix,1
Thách thức nào đặc thù khi huấn luyện AI cho an ninh mạng?,Tốc độ đường truyền,Thiếu GPU,Nhiễu tín hiệu mạng,Thiếu dữ liệu gắn nhãn và tấn công đối kháng,train_fix,1
Thuật toán BFS có độ phức tạp và yêu cầu bộ nhớ như thế nào?,"Độ phức tạp nhỏ, bộ nhớ lớn","Độ phức tạp lớn, bộ nhớ lớn","Độ phức tạp nhỏ, bộ nhớ nhỏ","Độ phức tạp lớn, bộ nhớ nhỏ",train_fix,1
"Nếu phòng xét nghiệm có 500 mẫu xét nghiệm trong tháng, trong đó có 25 mẫu bị từ chối, tỷ lệ từ chối mẫu là bao nhiêu?",0.05,0.025,0.1,0.075,train_fix,1
Điện dung ký hiệu trên tụ gốm thường được ghi theo dạng nào?,Trực tiếp bằng đơn vị Farad,Theo mã số 3 chữ số (ví dụ 104 = 100nF),Dùng ký hiệu màu sắc,Dùng thang logarit,train_fix,1
"Theo Thông tư, “cặp khóa bất đối xứng” trong phần mềm ký số bao gồm những thành phần nào?",Hai khóa công khai,Khóa công khai và khóa bí mật,Hai khóa bí mật,Khóa bí mật và chứng thư số,train_fix,1
"Khi xảy ra sự không phù hợp, hành động đầu tiên mà phòng xét nghiệm phải thực hiện theo ISO 15189:2022 là gì?",Kiểm soát và khắc phục sự không phù hợp,Đình chỉ hoạt động của phòng xét nghiệm vô thời hạn,Giảm chi phí vận hành,Miễn trừ trách nhiệm cho nhân viên gây lỗi,train_fix,1
"Nếu một tinh thể silicon có tỷ lệ doping là 1 nguyên tử tạp chất trên 10 triệu nguyên tử Si, thì khi thêm 100 nguyên tử tạp chất, số nguyên tử Si xấp xỉ bao nhiêu?",1 triệu,5 triệu,1 tỉ (10⁹),10 nghìn,train_fix,1
Hệ điều hành có nhiệm vụ gì?,Chỉ lưu trữ dữ liệu cho máy tính,"Quản lý tài nguyên, điều khiển thiết bị, quản lý chương trình và cung cấp dịch vụ cho người dùng",Tạo ra phần cứng mới,Truyền dữ liệu qua mạng,train_fix,1
"Theo tài liệu Public_178, dự án được xem là thành công và thất bại dựa trên những tiêu chí nào?","Dự án được xem là thành công khi đạt được các mục đích đã đặt ra
Dự án bị xem là không thành công (thất bại) khi một hay nhiều mục đích chủ yếu đã đặt ra không đạt được

","Dự án được xem là thành công khi đạt được các mục đích đã đặt ra; được thực hiện và hoàn thành trong thời gian đã định hoặc cho phép, và tổng chi phí không vượt quá giá trị đã định
Dự án bị xem là không thành công (thất bại) khi một hay nhiều mục đích chủ yếu đã đặt ra không đạt được

","Dự án được xem là thành công khi đạt được các mục đích đã đặt ra
Dự án bị xem là không thành công (thất bại) khi một hay nhiều mục đích chủ yếu đã đặt ra không đạt được; hoặc mốc thời gian hoàn thành bị vi phạm nghiêm trọng; hay tổng chi phí vượt quá giới hạn cho phép.

","Dự án được xem là thành công khi đạt được các mục đích đã đặt ra; được thực hiện và hoàn thành trong thời gian đã định hoặc cho phép, và tổng chi phí không vượt quá giá trị đã định
Dự án bị xem là không thành công (thất bại) khi một hay nhiều mục đích chủ yếu đã đặt ra không đạt được; hoặc mốc thời gian hoàn thành bị vi phạm nghiêm trọng; hay tổng chi phí vượt quá giới hạn cho phép.

",train_fix,1
